#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-04-03T13:10:04 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ533d5b416595	
#INFO	-out.max=unlimited	
#INFO	queryParameters=41	
#-oc.form=dec
#-out.max=unlimited
#-out.all=1
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-nav=cat:VII/196&tab:{VII/196/north}&tab:{VII/196/south}&key:source=VII/196/north&key:source=VII/196/south&HTTPPRM:&&-ref=VIZ533d5b416595&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-order=I&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&-bmark=POST&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=VII/196/north,VII/196/south
#-order=I
#-out=recno
#-out=Shk
#-sort=Shk
#-out=m_Shk
#-out=Object
#-out=RAJ2000
#-out=DEJ2000
#-out=n_DEs
#-out=Star
#-out=Vmag
#-out=Rmag
#-out=RV
#-out.all=1
#-out=z
#-out=Note
#-out=Object
#-out=m_Object
#-out=RA2000
#-out=DE2000
#-out=a
#-out=e
#-out=PA
#-out=bjg
#-out=bjs
#-out=Area
#-out=Class
#-out=Notes
#-out.all=1
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_7196
#Name: VII/196
#Title: Shakhbazian compact groups of galaxies (Stoll+ 1993-97)
#Table	VII_196_north:
#Name: VII/196/north
#Title: Northern part (from POSS)
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	recno	(I8)	Record number within the original table (starting from 1)	[ucd=meta.record]
#Column	Shk	(I3)	Group name (Shakhbazian+, Cat. <VII/89>) (1)	[ucd=meta.id.part;meta.main]
#Column	m_Shk	(A1)	[a] Group 340 divided in 2 parts	[ucd=meta.code.multip]
#Column	Object	(I2)	Object number within group	[ucd=meta.id.part;meta.main]
#Column	RAJ2000	(A10)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	n_DEs	(A1)	[?H] Origin of positions (2)	[ucd=meta.note]
#Column	Star	(A1)	[S] S: object probably a star	[ucd=src.class]
#Column	Vmag	(F5.2)	? V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Rmag	(F5.2)	? R magnitude	[ucd=phot.mag;em.opt.R]
#Column	RV	(I5)	? Radial velocity [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	z	(F7.4)	? Redshift (3)	[ucd=src.redshift]
#Column	Note	(a56)	Other name or remark	[ucd=meta.id]
#_RAJ2000|_DEJ2000|recno|Shk|m_Shk|Object|RAJ2000|DEJ2000|n_DEs|Star|Vmag|Rmag|RV|z|Note
#deg|deg| | | | |"h:m:s"|"d:m:s"| | |mag|mag|km/s| |
#--------|--------|--------|---|-|--|----------|---------|-|-|-----|-----|-----|-------|--------------------------------------------------------
202.8600| -8.3750|    9198|326|  | |13 31 26.4|-08 22 30| 0.0913| 0.34| 71|18.51|16.08|   54|S|
202.8608| -8.3383|    9199|326|  | |13 31 26.6|-08 20 18| 0.0573| 0.19| 51|19.75|18.34|   27|S|
202.8629| -8.3431|    9200|326|  | |13 31 27.1|-08 20 35| 0.0376| 0.03| 91|21.38|21.29|   14|S|
202.8642| -8.3375|    9201|326|  | |13 31 27.4|-08 20 15| 0.0340| 0.05|136|21.32|21.18|   11|S|
202.8646| -8.3908|    9202|326|  | |13 31 27.5|-08 23 27| 0.1217| 0.39|169|18.57|16.24|   90|G|
202.8650| -8.4606|    9203|326|  | |13 31 27.6|-08 27 38| 0.0376| 0.21| 36|21.12|20.80|   12|S|
202.8687| -8.3867|    9204|326|  | |13 31 28.5|-08 23 12| 0.0788| 0.63|  1|20.77|20.19|   23|G|
202.8696| -8.3667|    9205|326|  | |13 31 28.7|-08 22 00| 0.0466| 0.20| 33|20.58|19.84|   18|S|
202.8700| -8.4219|    9206|326|  | |13 31 28.8|-08 25 19| 0.0895| 0.20| 31|18.32|15.75|   64|S|
202.8721| -8.3906|    9207|326|  | |13 31 29.3|-08 23 26| 0.0286| 0.00|   |21.96|22.31|    9|F|
202.8737| -8.3497|    9208|326|  | |13 31 29.7|-08 20 59| 0.0394| 0.25| 38|21.70|21.87|   12|G|
202.8754| -8.3225|    9209|326|  | |13 31 30.1|-08 19 21| 0.0806| 0.14| 39|18.59|16.22|   56|S|
202.8758| -8.3728|    9210|326|  | |13 31 30.2|-08 22 22| 0.0358| 0.28| 91|21.91|22.23|   10|F|
202.8758| -8.3908|    9211|326|  | |13 31 30.2|-08 23 27| 0.0358| 0.28| 91|21.83|22.09|   10|F|
202.8762| -8.3975|    9212|326|  | |13 31 30.3|-08 23 51| 0.0645| 0.11| 63|19.38|17.65|   37|S|
202.8779| -8.4111|    9213|326|  | |13 31 30.7|-08 24 40| 0.0286| 0.00|   |21.78|21.98|    9|S|
202.8792| -8.4131|    9214|326|  | |13 31 31.0|-08 24 47| 0.0448| 0.31|123|21.23|21.02|   15|S|
202.8796| -8.3236|    9215|326|  | |13 31 31.1|-08 19 25| 0.0537| 0.19| 21|20.02|18.83|   24|S|
202.8804| -8.3656|    9216|326|  | |13 31 31.3|-08 21 56| 0.0537| 0.20| 11|20.46|19.63|   23|S|
202.8812| -8.3189|    9217|326|  | |13 31 31.5|-08 19 08| 0.0430| 0.41| 10|21.29|21.13|   12|S|
202.8817| -8.3150|    9218|326|  | |13 31 31.6|-08 18 54| 0.0645| 0.14| 44|19.45|17.78|   35|S|
202.8829| -8.4603|    9219|326|  | |13 31 31.9|-08 27 37| 0.0376| 0.39|175|21.95|22.27|    9|F|
202.8858| -8.4167|    9220|326|  | |13 31 32.6|-08 25 00| 0.0501| 0.31| 13|20.70|20.06|   18|S|
202.8867| -8.4492|    9221|326|  | |13 31 32.8|-08 26 57| 0.0466| 0.27| 38|20.89|20.39|   16|S|
202.8871| -8.4058|    9222|326|  | |13 31 32.9|-08 24 21| 0.0448| 0.00|   |20.40|19.52|   21|S|
202.8875| -8.3711|    9223|326|  | |13 31 33.0|-08 22 16| 0.0412| 0.17|  7|21.13|20.84|   15|S|
202.8879| -8.4469|    9224|326|  | |13 31 33.1|-08 26 49| 0.0483| 0.11|136|20.32|19.36|   22|S|
202.8908| -8.3933|    9225|326|  | |13 31 33.8|-08 23 36| 0.0752| 0.09| 49|19.21|17.35|   49|G|
202.8925| -8.4378|    9226|326|  | |13 31 34.2|-08 26 16| 0.1916| 0.36| 83|17.48|14.32|  218|G|
202.8988| -8.3800|    9227|326|  | |13 31 35.7|-08 22 48| 0.0358| 0.28|  0|21.74|21.93|   10|S|
202.8992| -8.3819|    9228|326|  | |13 31 35.8|-08 22 55| 0.0698| 0.11| 67|18.92|16.82|   44|S|
202.8992| -8.4536|    9229|326|  | |13 31 35.8|-08 27 13| 0.0376| 0.39| 27|21.69|21.82|   10|S|
202.8996| -8.4006|    9230|326|  | |13 31 35.9|-08 24 02| 0.0877| 0.53|120|20.03|18.83|   35|G|
202.9004| -8.4458|    9231|326|  | |13 31 36.1|-08 26 45| 0.0376| 0.30| 75|21.35|21.22|   11|S|
202.9033| -8.3672|    9232|326|  | |13 31 36.8|-08 22 02| 0.0430| 0.19| 90|20.94|20.50|   16|S|
202.9075| -8.4469|    9233|326|  | |13 31 37.8|-08 26 49| 0.0430| 0.14| 15|21.07|20.71|   16|S|
202.9079| -8.3467|    9234|326|  | |13 31 37.9|-08 20 48| 0.0358| 0.14|108|21.64|21.76|   11|S|
202.9083| -8.3600|    9235|326|  | |13 31 38.0|-08 21 36| 0.0483| 0.14| 40|20.43|19.57|   21|S|
202.9096| -8.3972|    9236|326|  | |13 31 38.3|-08 23 50| 0.0376| 0.30|165|21.89|22.20|   11|F|
202.9104| -8.4164|    9237|326|  | |13 31 38.5|-08 24 59| 0.0501| 0.08| 31|20.14|19.03|   23|S|
202.9104| -8.4303|    9238|326|  | |13 31 38.5|-08 25 49| 0.0877| 0.33|178|19.02|17.00|   51|G|
202.9108| -8.3789|    9239|326|  | |13 31 38.6|-08 22 44| 0.0877| 0.44|127|19.51|17.89|   43|G|
202.9112| -8.3081|    9240|326|  | |13 31 38.7|-08 18 29| 0.1701| 0.11| 16|16.90|13.26|  215|S|
202.9171| -8.3658|    9241|326|  | |13 31 40.1|-08 21 57| 0.0645| 0.28|  0|19.63|18.11|   31|S|
202.9221| -8.3856|    9242|326|  | |13 31 41.3|-08 23 08| 0.0609| 0.20|163|19.53|17.93|   29|S|
202.9242| -8.4519|    9243|326|  | |13 31 41.8|-08 27 07| 0.0448| 0.14|149|20.87|20.35|   18|S|
202.9242| -8.3264|    9244|326|  | |13 31 41.8|-08 19 35| 0.0466| 0.20|122|20.77|20.19|   18|S|
202.9246| -8.3747|    9245|326|  | |13 31 41.9|-08 22 29| 0.0466| 0.39| 59|21.27|21.09|   14|S|
202.9271| -8.3731|    9246|326|  | |13 31 42.5|-08 22 23| 0.0627| 0.27|  4|19.61|18.07|   30|S|
202.9279| -8.3069|    9247|326|  | |13 31 42.7|-08 18 25| 0.1504| 0.17| 12|17.15|13.71|  167|S|
202.9283| -8.3772|    9248|326|  | |13 31 42.8|-08 22 38| 0.0466| 0.06|160|20.19|19.14|   21|S|
212.9800| -9.1911|    9249|327| 1| |14 11 55.2|-09 11 28| 0.2059| 0.42|173|17.41|15.08|  201|G|
212.9767| -9.1922|    9250|327| 2| |14 11 54.4|-09 11 32| 0.2363| 0.25|  5|16.76|13.82|  386|G|
212.9779| -9.1961|    9251|327| 3| |14 11 54.7|-09 11 46| 0.1540| 0.50|178|18.00|16.21|  110|G|
212.9650| -9.1908|    9252|327| 4| |14 11 51.6|-09 11 27| 0.1629| 0.19| 38|17.15|14.57|  211|G|
212.9450| -9.2022|    9253|327| 5| |14 11 46.8|-09 12 08| 0.1969| 0.20|172|16.99|14.27|  300|G|
212.9238| -9.2633|    9254|327| A| |14 11 41.7|-09 15 48| 0.0967| 0.19| 12|17.77|15.67|   75|S|
212.8937| -9.1625|    9255|327| B| |14 11 34.5|-09 09 45| 0.0949| 0.17| 41|17.73|15.56|   74|S|
213.0283| -9.1414|    9256|327| C| |14 12 06.8|-09 08 29| 0.1021| 0.22| 33|17.57|15.31|   83|S|
213.0212| -9.2600|    9257|327| D| |14 12 05.1|-09 15 36| 0.0662| 0.30| 22|19.22|18.45|   31|S|
212.8875| -9.1581|    9258|327|  | |14 11 33.0|-09 09 29| 0.0466| 0.20| 90|20.28|20.55|   18|S|
212.8887| -9.1131|    9259|327|  | |14 11 33.3|-09 06 47| 0.0271| 0.08|  0|21.92|23.69|    7|F|
212.8892| -9.1408|    9260|327|  | |14 11 33.4|-09 08 27| 0.0573| 0.23| 63|20.36|20.64|   25|G|
212.8896| -9.2022|    9261|327|  | |14 11 33.5|-09 12 08| 0.0304| 0.19|  0|21.71|23.40|    8|F|
212.8908| -9.2269|    9262|327|  | |14 11 33.8|-09 13 37| 0.0448| 0.17|166|20.64|21.26|   17|S|
212.8917| -9.2667|    9263|327|  | |14 11 34.0|-09 16 00| 0.0573| 0.22|  8|19.82|19.62|   26|S|
212.8942| -9.2381|    9264|327|  | |14 11 34.6|-09 14 17| 0.0448| 0.24| 15|20.60|21.18|   17|S|
212.8958| -9.1567|    9265|327|  | |14 11 35.0|-09 09 24| 0.0537| 0.03|  0|19.51|18.99|   28|S|
212.8962| -9.2475|    9266|327|  | |14 11 35.1|-09 14 51| 0.1182| 0.09| 21|17.26|14.79|  118|S|
212.8962| -9.2086|    9267|327|  | |14 11 35.1|-09 12 31| 0.0376| 0.03|  0|20.71|21.41|   14|S|
212.8971| -9.2214|    9268|327|  | |14 11 35.3|-09 13 17| 0.0286| 0.00|   |21.65|23.26|    9|F|
212.9012| -9.2706|    9269|327|  | |14 11 36.3|-09 16 14| 0.0591| 0.20|  0|19.66|19.29|   28|S|
212.9071| -9.1117|    9270|327|  | |14 11 37.7|-09 06 42| 0.0573| 0.25|  2|19.93|19.80|   25|S|
212.9083| -9.1325|    9271|327|  | |14 11 38.0|-09 07 57| 0.0609| 0.22| 15|19.63|19.20|   30|S|
212.9112| -9.1472|    9272|327|  | |14 11 38.7|-09 08 50| 0.0412| 0.17|  6|20.81|21.59|   15|S|
212.9133| -9.1600|    9273|327|  | |14 11 39.2|-09 09 36| 0.0412| 0.08| 39|21.01|21.97|   15|S|
212.9142| -9.1203|    9274|327|  | |14 11 39.4|-09 07 13| 0.4190| 0.05|174|15.00|10.41| 1001|S|
212.9142| -9.1306|    9275|327|  | |14 11 39.4|-09 07 50| 0.1146| 0.63| 87|20.42|20.70|   36|S|
212.9196| -9.2133|    9276|327|  | |14 11 40.7|-09 12 48| 0.0824| 0.22| 35|18.33|16.69|   54|S|
212.9208| -9.1331|    9277|327|  | |14 11 41.0|-09 07 59| 0.0286| 0.00|   |21.32|22.65|    9|F|
212.9238| -9.1894|    9278|327|  | |14 11 41.7|-09 11 22| 0.0537| 0.13|171|19.75|19.47|   26|S|
212.9308| -9.1856|    9279|327|  | |14 11 43.4|-09 11 08| 0.0501| 0.16| 45|20.15|20.26|   21|S|
212.9312| -9.1533|    9280|327|  | |14 11 43.5|-09 09 12| 0.0645| 0.28|141|20.34|20.58|   28|G|
212.9317| -9.2231|    9281|327|  | |14 11 43.6|-09 13 23| 0.0466| 0.33|152|20.84|21.64|   15|S|
212.9342| -9.2436|    9282|327|  | |14 11 44.2|-09 14 37| 0.0734| 0.22| 36|18.73|17.46|   43|S|
212.9362| -9.1400|    9283|327|  | |14 11 44.7|-09 08 24| 0.0824| 0.22| 15|18.40|16.81|   53|S|
212.9367| -9.2361|    9284|327|  | |14 11 44.8|-09 14 10| 0.0985| 0.19| 26|17.69|15.52|   78|S|
212.9408| -9.2419|    9285|327|  | |14 11 45.8|-09 14 31| 0.1325| 0.20|  5|17.04|14.36|  133|S|
212.9425| -9.1672|    9286|327|  | |14 11 46.2|-09 10 02| 0.0483| 0.34|165|20.74|21.45|   15|S|
212.9433| -9.1333|    9287|327|  | |14 11 46.4|-09 08 00| 0.0412| 0.13|166|20.93|21.82|   15|S|
212.9454| -9.1808|    9288|327|  | |14 11 46.9|-09 10 51| 0.0340| 0.22| 90|21.60|23.17|   10|F|
212.9471| -9.2236|    9289|327|  | |14 11 47.3|-09 13 25| 0.0895| 0.05| 64|18.78|17.62|   76|G|
212.9487| -9.2206|    9290|327|  | |14 11 47.7|-09 13 14| 0.0627| 0.17| 19|19.22|18.43|   34|S|
212.9492| -9.2478|    9291|327|  | |14 11 47.8|-09 14 52| 0.1235| 0.28| 12|17.42|15.09|  102|S|
212.9504| -9.1136|    9292|327|  | |14 11 48.1|-09 06 49| 0.0555| 0.25| 14|19.91|19.78|   23|S|
212.9508| -9.1428|    9293|327|  | |14 11 48.2|-09 08 34| 0.0555| 0.25| 30|19.90|19.76|   23|S|
212.9512| -9.2250|    9294|327|  | |14 11 48.3|-09 13 30| 0.0304| 0.22|135|21.80|23.57|    8|F|
212.9521| -9.2744|    9295|327|  | |14 11 48.5|-09 16 28| 0.0340| 0.16|162|21.76|23.47|    9|F|
212.9533| -9.2592|    9296|327|  | |14 11 48.8|-09 15 33| 0.0394| 0.28| 45|21.52|22.99|   11|F|
212.9538| -9.2367|    9297|327|  | |14 11 48.9|-09 14 12| 0.0519| 0.20|153|20.21|20.39|   21|S|
212.9538| -9.2067|    9298|327|  | |14 11 48.9|-09 12 24| 0.0448| 0.24| 15|20.42|20.82|   17|S|
212.9542| -9.1414|    9299|327|  | |14 11 49.0|-09 08 29| 0.0519| 0.31|  3|20.47|20.89|   19|S|
212.9550| -9.1478|    9300|327|  | |14 11 49.2|-09 08 52| 0.0573| 0.19| 12|19.57|19.10|   27|S|
212.9554| -9.1464|    9301|327|  | |14 11 49.3|-09 08 47| 0.0501| 0.33| 90|20.83|21.61|   17|S|
212.9558| -9.2186|    9302|327|  | |14 11 49.4|-09 13 07| 0.0627| 0.27|137|19.74|19.45|   29|S|
212.9558| -9.1644|    9303|327|  | |14 11 49.4|-09 09 52| 0.0680| 0.17|  4|19.06|18.10|   38|S|
212.9567| -9.2419|    9304|327|  | |14 11 49.6|-09 14 31| 0.0376| 0.30| 75|21.42|22.80|   11|F|
212.9583| -9.2311|    9305|327|  | |14 11 50.0|-09 13 52| 0.0662| 0.14|111|19.73|19.41|   38|G|
212.9596| -9.2731|    9306|327|  | |14 11 50.3|-09 16 23| 0.0931| 0.31| 25|18.47|16.98|   58|G|
212.9604| -9.1906|    9307|327|  | |14 11 50.5|-09 11 26| 0.0698| 0.17| 45|18.93|17.85|   41|S|
212.9608| -9.1533|    9308|327|  | |14 11 50.6|-09 09 12| 0.0752| 0.22| 20|18.55|17.10|   45|S|
212.9617| -9.2356|    9309|327|  | |14 11 50.8|-09 14 08| 0.0555| 0.13| 41|19.63|19.24|   27|S|
212.9617| -9.2669|    9310|327|  | |14 11 50.8|-09 16 01| 0.0609| 0.19| 14|19.39|18.77|   30|S|
212.9637| -9.2156|    9311|327|  | |14 11 51.3|-09 12 56| 0.0573| 0.19| 12|19.68|19.33|   27|S|
212.9642| -9.1444|    9312|327|  | |14 11 51.4|-09 08 40| 0.0501| 0.22|157|20.43|20.80|   20|S|
212.9646| -9.2242|    9313|327|  | |14 11 51.5|-09 13 27| 0.0340| 0.22|  0|21.48|22.93|   10|F|
212.9671| -9.1861|    9314|327|  | |14 11 52.1|-09 11 10| 0.1021| 0.30|171|18.03|16.15|   72|G|
212.9700| -9.2078|    9315|327|  | |14 11 52.8|-09 12 28| 0.0555| 0.45| 33|21.29|22.51|   15|G|
212.9704| -9.2103|    9316|327|  | |14 11 52.9|-09 12 37| 0.0716| 0.28| 60|19.51|18.99|   36|G|
212.9725| -9.1269|    9317|327|  | |14 11 53.4|-09 07 37| 0.1504| 0.17|  6|16.79|13.86|  173|S|
212.9733| -9.2742|    9318|327|  | |14 11 53.6|-09 16 27| 0.0271| 0.08| 90|21.86|23.57|    7|F|
212.9733| -9.1892|    9319|327|  | |14 11 53.6|-09 11 21| 0.0824| 0.77| 14|21.43|22.78|   15|F|
212.9742| -9.1964|    9320|327|  | |14 11 53.8|-09 11 47| 0.0466| 0.52|165|21.80|23.55|   10|F|
212.9750| -9.1783|    9321|327|  | |14 11 54.0|-09 10 42| 0.0716| 0.27|140|19.65|19.24|   38|G|
212.9775| -9.1792|    9322|327|  | |14 11 54.6|-09 10 45| 0.0573| 0.17| 40|19.93|19.80|   29|G|
212.9792| -9.2622|    9323|327|  | |14 11 55.0|-09 15 44| 0.0967| 0.45| 44|18.85|17.71|   52|G|
212.9808| -9.2700|    9324|327|  | |14 11 55.4|-09 16 12| 0.0483| 0.24| 32|20.44|20.85|   18|S|
212.9812| -9.2189|    9325|327|  | |14 11 55.5|-09 13 08| 0.1056| 0.19| 22|17.45|15.11|   91|S|
212.9842| -9.2731|    9326|327|  | |14 11 56.2|-09 16 23| 0.0466| 0.31|172|20.83|21.62|   15|S|
212.9858| -9.1608|    9327|327|  | |14 11 56.6|-09 09 39| 0.0501| 0.09|159|19.93|19.81|   24|S|
212.9862| -9.2381|    9328|327|  | |14 11 56.7|-09 14 17| 0.0627| 0.34| 99|20.26|20.47|   24|S|
212.9875| -9.2081|    9329|327|  | |14 11 57.0|-09 12 29| 0.0519| 0.19| 29|20.02|20.01|   22|S|
212.9892| -9.2486|    9330|327|  | |14 11 57.4|-09 14 55| 0.0376| 0.39| 27|21.51|22.99|   10|F|
212.9900| -9.1817|    9331|327|  | |14 11 57.6|-09 10 54| 0.0895| 0.20| 16|17.97|16.02|   64|S|
212.9929| -9.2053|    9332|327|  | |14 11 58.3|-09 12 19| 0.0985| 0.25| 21|17.73|15.60|   74|S|
212.9983| -9.1350|    9333|327|  | |14 11 59.6|-09 08 06| 0.0394| 0.28| 45|21.35|22.67|   11|F|
212.9983| -9.1450|    9334|327|  | |14 11 59.6|-09 08 42| 0.1755| 0.11| 12|16.47|13.26|  226|S|
212.9987| -9.1878|    9335|327|  | |14 11 59.7|-09 11 16| 0.0859| 0.48| 21|20.35|20.58|   35|G|
212.9987| -9.1803|    9336|327|  | |14 11 59.7|-09 10 49| 0.1128| 0.14| 19|17.23|14.73|  109|S|
212.9992| -9.2000|    9337|327|  | |14 11 59.8|-09 12 00| 0.0680| 0.38|166|20.24|20.41|   28|G|
212.9996| -9.1686|    9338|327|  | |14 11 59.9|-09 10 07| 0.0573| 0.23|162|19.59|19.16|   26|S|
212.9996| -9.1339|    9339|327|  | |14 11 59.9|-09 08 02| 0.0412| 0.24| 24|20.84|21.64|   14|S|
212.9996| -9.1722|    9340|327|  | |14 11 59.9|-09 10 20| 0.0537| 0.17| 54|19.91|19.78|   25|S|
213.0000| -9.2175|    9341|327|  | |14 12 00.0|-09 13 03| 0.0519| 0.06| 16|19.98|19.91|   26|S|
213.0008| -9.1381|    9342|327|  | |14 12 00.2|-09 08 17| 0.0483| 0.38|158|21.18|22.30|   15|G|
213.0029| -9.2361|    9343|327|  | |14 12 00.7|-09 14 10| 0.0573| 0.28|173|20.09|20.14|   24|S|
213.0033| -9.2658|    9344|327|  | |14 12 00.8|-09 15 57| 0.0680| 0.27| 33|19.18|18.35|   34|S|
213.0046| -9.1125|    9345|327|  | |14 12 01.1|-09 06 45| 0.0448| 0.20|114|20.73|21.41|   16|S|
213.0058| -9.1628|    9346|327|  | |14 12 01.4|-09 09 46| 0.0555| 0.16| 41|19.69|19.33|   27|S|
213.0058| -9.2503|    9347|327|  | |14 12 01.4|-09 15 01| 0.0358| 0.28|168|21.54|23.05|    9|F|
213.0071| -9.2442|    9348|327|  | |14 12 01.7|-09 14 39| 0.0430| 0.34| 51|21.35|22.65|   13|F|
213.0142| -9.1400|    9349|327|  | |14 12 03.4|-09 08 24| 0.0609| 0.22|  9|19.61|19.18|   30|S|
213.0150| -9.2506|    9350|327|  | |14 12 03.6|-09 15 02| 0.0466| 0.11|  8|20.78|21.51|   18|S|
213.0150| -9.2531|    9351|327|  | |14 12 03.6|-09 15 11| 0.0376| 0.30|165|21.38|22.72|   11|F|
213.0162| -9.1125|    9352|327|  | |14 12 03.9|-09 06 45| 0.0645| 0.19| 51|19.30|18.56|   34|S|
213.0179| -9.2731|    9353|327|  | |14 12 04.3|-09 16 23| 0.0448| 0.10|  0|20.32|20.62|   18|S|
213.0187| -9.1967|    9354|327|  | |14 12 04.5|-09 11 48| 0.0698| 0.30|114|19.61|19.18|   33|G|
213.0246| -9.1539|    9355|327|  | |14 12 05.9|-09 09 14| 0.0376| 0.17|100|21.44|22.82|   12|F|
213.0262| -9.1358|    9356|327|  | |14 12 06.3|-09 08 09| 0.0483| 0.08|149|20.05|20.05|   23|S|
213.0279| -9.1736|    9357|327|  | |14 12 06.7|-09 10 25| 0.0537| 0.69| 52|21.89|23.63|    9|F|
213.0279| -9.1858|    9358|327|  | |14 12 06.7|-09 11 09| 0.0519| 0.19|159|20.20|20.35|   22|S|
213.0296| -9.1294|    9359|327|  | |14 12 07.1|-09 07 46| 0.0483| 0.08|124|20.50|20.91|   22|G|
213.0300| -9.2281|    9360|327|  | |14 12 07.2|-09 13 41| 0.0573| 0.20| 37|19.68|19.33|   26|S|
213.0329| -9.1242|    9361|327|  | |14 12 07.9|-09 07 27| 0.0430| 0.39| 85|21.83|23.61|   10|F|
213.0337| -9.2328|    9362|327|  | |14 12 08.1|-09 13 58| 0.1325| 0.28|  7|17.19|14.67|  121|S|
213.0367| -9.1350|    9363|327|  | |14 12 08.8|-09 08 06| 0.0412| 0.25| 16|20.92|21.82|   13|S|
213.0383| -9.1803|    9364|327|  | |14 12 09.2|-09 10 49| 0.0841| 0.33| 27|18.69|17.39|   48|S|
213.0383| -9.1761|    9365|327|  | |14 12 09.2|-09 10 34| 0.0627| 0.28|  3|19.39|18.75|   29|S|
213.0408| -9.2283|    9366|327|  | |14 12 09.8|-09 13 42| 0.0394| 0.14|119|21.38|22.70|   13|F|
213.0408| -9.1481|    9367|327|  | |14 12 09.8|-09 08 53| 0.0304| 0.22| 45|21.98|23.80|    8|F|
213.0429| -9.1264|    9368|327|  | |14 12 10.3|-09 07 35| 0.0662| 0.06| 26|18.96|17.91|   41|S|
213.0437| -9.1431|    9369|327|  | |14 12 10.5|-09 08 35| 0.0340| 0.22|  0|21.52|23.01|   10|F|
213.0450| -9.2403|    9370|327|  | |14 12 10.8|-09 14 25| 0.0394| 0.16|172|21.01|21.97|   14|S|
213.0454| -9.2339|    9371|327|  | |14 12 10.9|-09 14 02| 0.0483| 0.24| 13|20.29|20.55|   19|S|
213.0483| -9.1758|    9372|327|  | |14 12 11.6|-09 10 33| 0.0573| 0.23| 37|19.87|19.70|   26|S|
213.0512| -9.1583|    9373|327|  | |14 12 12.3|-09 09 30| 0.0698| 0.11|  3|18.80|17.60|   43|S|
213.0533| -9.1792|    9374|327|  | |14 12 12.8|-09 10 45| 0.0627| 0.06| 34|19.03|18.04|   38|S|
213.0546| -9.1778|    9375|327|  | |14 12 13.1|-09 10 40| 0.0537| 0.09|172|19.73|19.41|   27|S|
215.1300| -9.3392|    9376|328| 1| |14 20 31.2|-09 20 21| 0.1737| 0.56| 76|17.74|15.67|  127|G|
215.1258| -9.3322|    9377|328| 2| |14 20 30.2|-09 19 56| 0.1504| 0.11|  6|16.91|14.07|  198|G|
215.1075| -9.3339|    9378|328| 6| |14 20 25.8|-09 20 02| 0.4028| 0.11| 45|14.71| 9.84| 1261|S|
215.1192| -9.3436|    9379|328| 8| |14 20 28.6|-09 20 37| 0.0716| 0.00|   |18.76|17.58|   52|G|17
215.0329| -9.4025|    9380|328| A| |14 20 07.9|-09 24 09| 0.2095| 0.19|151|16.57|13.42|  338|G|
215.0433| -9.2825|    9381|328| B| |14 20 10.4|-09 16 57| 0.0555| 0.13| 26|19.50|19.01|   28|S|
215.1812| -9.3053|    9382|328| C| |14 20 43.5|-09 18 19| 0.1397| 0.09| 12|16.82|13.90|  162|S|
215.1771| -9.3961|    9383|328| D| |14 20 42.5|-09 23 46| 0.0716| 0.17| 42|18.67|17.41|   43|S|
215.0362| -9.2944|    9384|328|  | |14 20 08.7|-09 17 40| 0.0448| 0.02| 90|20.14|20.26|   20|S|
215.0362| -9.3878|    9385|328|  | |14 20 08.7|-09 23 16| 0.0698| 0.34|137|20.33|20.60|   31|G|
215.0367| -9.3839|    9386|328|  | |14 20 08.8|-09 23 02| 0.2578| 0.22|  0|16.43|13.15|  446|S|
215.0392| -9.3975|    9387|328|  | |14 20 09.4|-09 23 51| 0.0645| 0.17| 60|19.83|19.64|   34|G|
215.0396| -9.3769|    9388|328|  | |14 20 09.5|-09 22 37| 0.0788| 0.47| 48|20.48|20.91|   25|S|
215.0400| -9.3422|    9389|328|  | |14 20 09.6|-09 20 32| 0.0895| 0.22| 17|17.93|15.96|   63|S|
215.0421| -9.4122|    9390|328|  | |14 20 10.1|-09 24 44| 0.0573| 0.27|176|20.37|20.70|   24|G|
215.0421| -9.3992|    9391|328|  | |14 20 10.1|-09 23 57| 0.0483| 0.27|  7|20.56|21.09|   17|S|
215.0429| -9.3681|    9392|328|  | |14 20 10.3|-09 22 05| 0.0788| 0.48|156|20.62|21.18|   24|S|
